sr,rr,t,lm,bo,rem,nr,hr,sl
98.31511110067368,28.868273496627808,80.24117070436478,18.80887919664383,89.75824040174484,104.99272584915161,3.4516079127788544,82.48103588819504,4
88.93028527498245,23.73298406600952,95.50894129276276,15.527563035488129,96.61410790681839,104.88949835300446,1.8296014219522476,74.12399172782898,2
71.29165962338448,18.79376345872879,98.9242981672287,5.746959500014782,96.84094858169556,96.53211057186127,7.105138421058655,50.021964288898744,1
45.72557423263788,12.782183945178986,96.8042504787445,-3.221347540616989,96.92930144071579,38.96948575973511,6.151071310043335,38.813942074775696,0
57.1795804053545,16.694053195416927,98.6315461397171,-0.1271570324897766,96.82300728559494,71.91481366753578,8.502766728401184,41.68997846543789,0
72.35775157809258,28.44128108024597,93.94073784351349,14.90084433555603,95.21269661188126,82.14474007487297,4.991314172744751,64.49586540460587,2
75.43562203645706,21.746083199977875,98.15113043785095,15.819478571414948,96.35097336769104,101.58224880695343,5.471206963062286,64.92990508675575,2
78.41017663478851,22.871665120124817,98.51547122001648,11.263662964105606,96.92083370685577,102.94591873884201,7.161352157592773,61.268068104982376,1
56.12105220556259,6.546328186988831,98.16630852222443,-5.930020570755005,96.96961325407028,33.91339033842087,6.656115710735321,31.357834339141846,0
77.26073831319809,16.733137868344784,98.8393462896347,-1.029652863740921,96.9752789735794,66.74747563898563,8.279035091400146,32.301151156425476,0
98.48267257213593,23.69291055202484,91.34567260742188,14.555855929851532,86.00762975215912,104.92146760225296,1.2497684508562088,77.2086375951767,3
98.54973256587982,27.647321820259094,83.08890798687935,18.15948510169983,90.48360002040863,104.95254635810852,-0.8708806782960892,80.31388640403748,4
98.97950202226639,29.18038260936737,89.0407846570015,18.68996524810791,89.84116446971893,104.97422933578491,3.378617227077484,82.27929353713989,4
65.34634828567505,14.979380011558533,98.32198965549469,8.064173847436905,96.95528757572174,98.40752452611923,5.840037524700165,59.306669533252716,1
99.80308175086975,29.155701637268066,84.24899039417505,18.84393745660782,89.94149428606033,104.99555557966232,4.57346785068512,84.19638723134995,4
73.22428792715073,18.652721762657166,97.74971520900726,-1.8799658715724945,96.93197560310364,38.81419390439987,8.102012515068054,40.72798267006874,0
76.64195775985718,18.88900512456894,97.29147291183472,10.254780441522598,95.89901041984558,98.76627266407013,2.0888037979602814,64.2234417796135,2
98.41607809066772,28.050626277923584,76.34772086143494,18.56041544675827,80.55210032314062,104.93826627731323,-2.623122900724411,83.4234869480133,4
97.41315484046936,27.68348753452301,90.57028687000275,17.950862884521484,84.81487911939621,104.94923919439316,3.3750901222229004,77.97504156827927,3
46.23849971219897,12.161397874355316,98.39789760112762,2.257208541035652,96.9809741973877,53.87960337102413,8.199451267719269,43.174841180443764,0
60.02810329198837,15.396255426108837,98.97389960289001,10.250251531600952,96.97010231018066,99.16293114423752,6.820981979370117,57.38344460725784,1
65.99532648921013,12.642038464546204,98.41649448871613,0.5464524924755096,96.97958660125732,30.36825567483902,7.7393553256988525,38.62303629517555,0
65.71248024702072,12.144005954265594,98.92477297782898,0.1771923303604126,96.9547466635704,37.69364610314369,8.234426736831665,40.81681355834007,0
62.93629124760628,13.577806919813156,98.58715009689331,0.291656494140625,96.98300909996033,48.59076663851738,7.413623571395874,39.70452696084976,0
78.05322706699371,25.260751843452454,97.43259513378143,17.167369067668915,93.1891621351242,104.36506479978561,3.6678290963172913,73.13571602106094,2
74.69321519136429,18.33599430322647,98.97259533405304,0.572297140955925,96.91762936115265,39.96650978922844,6.547826886177063,33.52342650294304,0
62.104004472494125,17.097806125879288,97.22902739048004,-0.6650011837482452,96.72112447023392,69.70865584909916,5.531909644603729,46.755503229796886,1
98.61236363649368,29.04148256778717,82.20814871788025,17.88462483882904,87.57987630367279,104.97121721506119,3.2215854227542877,82.39464581012726,4
71.99893176555634,14.708520591259003,98.78252172470093,8.693849235773087,96.97852712869644,101.3415876030922,4.843445062637329,55.7704696059227,1
16.008347868919373,8.474333763122559,98.67898797988892,-4.185639679431915,96.97146040201187,44.52406033873558,7.087329089641571,35.79533576965332,0
95.2542433142662,24.709893107414246,86.26542365550995,17.917624950408936,95.05446416139603,104.82120931148529,3.3072903156280518,76.79657459259033,3
97.76013523340225,26.99966263771057,91.14326518774033,18.27286386489868,86.87840667366982,104.94916945695877,0.7231554016470909,78.48065853118896,3
99.86695528030396,29.363662838935852,76.79006242752075,18.38840538263321,81.50948845595121,104.92772787809372,0.9868374690413475,83.92058193683624,4
41.35653171688318,24.173532366752625,98.84096598625183,7.973109275102615,96.61050301790237,98.09993952512741,7.3839476108551025,62.520079612731934,1
59.40136641263962,10.981934130191803,98.82762539386749,2.9086701720952988,96.88896906375885,82.29290127754211,6.101953625679016,67.30992242693901,1
61.620814204216,12.885961145162582,98.76927542686462,11.1914342045784,96.9906587600708,76.99744015932083,6.792388021945953,58.7833796441555,1
88.33026617765427,22.479322612285614,97.24851882457733,15.087674498558044,95.91708850860596,98.63478004932404,0.728827066719532,73.00873756408691,2
61.85716167092323,18.817791253328323,98.52414298057556,8.059223383665085,96.94751363992691,82.84607470035553,7.050740003585815,46.79610516875982,1
98.94944697618484,29.287749886512756,82.36338153481483,18.257964193820953,89.01015800237656,104.96609956026077,1.3018675446510315,83.67187589406967,4
72.0003168284893,14.875446245074272,98.3522298336029,3.4464419595897198,96.73301291465759,92.47348308563232,7.377408385276794,58.21872062981129,1
64.91632640361786,12.26205188035965,98.37371897697449,-3.0318056643009186,96.9359604716301,50.061091259121895,7.947284996509552,28.983318209648132,0
98.5600197315216,25.552696108818054,79.72379279136658,17.275959193706512,91.4159135222435,104.96997267007828,-1.3554764539003372,74.10387486219406,3
94.8361149430275,27.971707582473755,80.41262573003769,18.044931530952454,83.31801147013903,104.97695982456207,1.5552043318748474,77.66057550907135,3
57.501525580883026,22.098157346248627,98.74614906311035,11.765292823314667,96.6668615937233,98.84273439645767,6.876789629459381,56.39743760228157,1
95.02762079238892,27.245954155921936,80.82699310779572,17.72951179742813,72.90389519929886,104.38213974237442,1.5166412740945816,78.20534348487854,4
79.8212918639183,22.590482115745544,95.10016524791718,7.012802675366402,90.35724204778671,101.36668503284454,4.605230033397675,61.779681742191315,2
53.9169155061245,15.5424163043499,98.88286697864532,-3.123858630657196,96.79785799980164,40.62056511640549,8.598250150680542,30.882264375686646,0
99.31460201740265,28.73945713043213,85.50541246682405,18.48374181985855,93.03384703397751,104.98835653066635,0.050781487952917814,82.96410977840424,4
99.02157843112946,28.56262230873108,83.38099578022957,18.400874972343445,87.33784225583076,104.95078951120377,4.932393014431,80.59333622455597,4
98.78955662250519,28.273980855941772,84.3706096559763,18.482613503932953,91.9704110622406,104.99632000923157,-1.3695352524518967,81.93146347999573,4
99.4786262512207,28.247252941131592,86.44002179801464,18.096490740776062,92.16337096691132,104.97198969125748,4.0967652797698975,83.53429138660431,4
49.93041384965181,20.196926832199097,98.45261096954346,3.2745026387274265,96.82491791248322,94.93631690740585,3.5360612869262695,63.15747007727623,1
96.03880852460861,27.236616492271423,98.16484069824219,17.479439616203308,95.91271650791168,104.9535682797432,5.337826073169708,62.208824157714844,2
81.34486109018326,23.47006666660309,93.4114283323288,15.725928485393524,95.25498253107071,102.15853214263916,4.203273117542267,72.22725480794907,2
98.50146681070328,26.787715196609497,80.2056992650032,15.986269056797028,82.83831638097763,104.95136618614197,-0.0019493959844112396,80.69283783435822,4
97.30741143226624,26.383904218673706,93.1867778301239,14.345016419887543,82.84454402327538,104.97843772172928,4.457298964262009,77.26050794124603,3
76.24323666095734,14.420398905873299,98.85789144039154,-5.0833160281181335,96.90712136030197,79.22767952084541,8.343139350414276,33.3733406662941,0
80.35452961921692,22.496415376663208,95.8289110660553,12.753049373626709,93.9872659444809,102.74114817380905,1.377195104956627,53.22024304419756,2
96.79813772439957,28.837600231170654,82.08509996533394,18.344220459461212,78.33698247373104,104.28741753101349,3.4084176421165466,82.69527643918991,4
67.02368900179863,23.68285608291626,98.74499416351318,12.840399086475372,96.81411308050156,91.6842645406723,7.124019026756287,72.9713973402977,1
95.08678019046783,27.979135155677795,89.97324299812317,17.314611613750458,91.97492969036102,104.92962419986725,3.019854336977005,76.33109748363495,3
42.16245209798217,8.72276484966278,98.88332760334015,4.086174451280385,96.98434841632843,61.74653884023428,6.551779389381409,33.239890933036804,0
98.00861060619354,27.28443968296051,83.94855070114136,18.494204223155975,81.30513832718134,104.97023284435272,1.450102373957634,80.8977261185646,4
59.923905581235886,19.762209355831146,98.82176077365875,9.201843529939651,96.9824646115303,87.98582285642624,7.20848286151886,59.5682367682457,1
41.98447294533253,12.871284157037735,98.54664599895477,2.3197791129350662,96.96910989284515,85.24730086326599,8.010657548904419,50.55739903822541,0
98.9541283249855,28.618385434150696,78.80911648273468,18.667812883853912,80.5679480433464,104.91847693920135,1.628159612417221,75.67756950855255,4
59.72929358482361,17.189177960157394,98.0798454284668,9.440658032894135,96.8819836974144,89.94631111621857,4.035459905862808,46.56477764248848,1
50.194206051528454,9.124534726142883,98.88033187389374,0.6606904566287994,96.95802700519562,81.38484343886375,7.519383072853088,43.640305772423744,0
79.64114516973495,23.049829244613647,95.07470321655273,13.864924252033234,93.07986658811569,101.33622586727142,3.4008476436138153,68.01784187555313,2
71.2249930202961,19.654857516288757,96.63885617256165,14.011647343635559,94.81751602888107,101.0844013094902,5.955685257911682,71.0996463894844,2
96.22707545757294,26.202879548072815,83.81368550658226,18.074454605579376,93.22982531785965,104.79482173919678,3.6068820655345917,77.88260996341705,3
32.68450230360031,9.55440354347229,98.95898687839508,0.010666489601135254,96.98748034238815,56.152185425162315,7.259231328964233,36.32967084646225,0
59.40016821026802,16.69067606329918,97.97810661792755,0.14800453186035156,96.64413523674011,85.75192362070084,5.396362066268921,50.88300618343055,1
87.87659823894501,25.585798501968384,94.85972666740417,10.915184110403061,92.84272533655167,103.510901927948,4.9739983677864075,72.07215279340744,2
83.87333035469055,22.932842254638672,96.73127484321594,17.20115327835083,96.29308325052261,104.34850484132767,5.958716690540314,74.82266426086426,2
97.07526177167892,28.755385398864746,82.71921098232269,17.58471989631653,88.62001237273216,104.7322753071785,0.6224955171346664,77.05650210380554,4
35.63303656876087,14.748905256390572,98.87710499763489,1.9977423697710037,96.99210357666016,50.14728739857674,7.762224912643433,37.549880892038345,0
85.77124685049057,24.938871145248413,93.74192154407501,13.957786798477173,87.85760116577148,104.95099872350693,-1.1342237144708633,73.74867856502533,3
96.57038420438766,26.167025089263916,90.3532567024231,17.80307137966156,80.94306659698486,104.90795999765396,0.6700471937656403,81.28070175647736,3
76.85931265354156,19.797826826572418,98.8219301700592,7.722798824310303,96.98681873083115,97.92723745107651,6.941730737686157,59.806920886039734,1
99.43626463413239,29.346575498580933,97.10531044006348,18.63325798511505,88.48216605186462,104.99573528766632,7.137435972690582,82.07989394664764,4
40.1873779669404,14.828422471880913,98.9685081243515,9.861515402793884,96.91566956043243,85.16431599855423,5.628984153270721,52.39687092602253,1
83.23867321014404,19.332153409719467,95.29852092266083,16.24684476852417,92.29088497161865,99.59384679794312,3.9101779460906982,65.87056413292885,2
87.76272147893906,18.23450145125389,95.86828029155731,15.097607612609863,95.87750267982483,103.43198865652084,0.15016409195959568,67.85113036632538,2
91.70781672000885,26.544654726982117,87.41132333874702,16.731698751449585,90.99038821458817,104.90832209587097,4.844553887844086,78.04234951734543,3
66.36672660708427,19.95307695865631,98.91794955730438,10.012740582227707,96.95396614074707,90.91811835765839,7.618707954883575,66.70292943716049,1
94.14693385362625,26.56009566783905,91.8842985033989,17.585835695266724,87.81376805901527,104.88810628652573,2.1586210280656815,79.1118186712265,3
97.5229600071907,28.226097583770752,85.1510413121432,18.21515703201294,84.91175313293934,104.96170073747635,2.1480678766965866,80.81640750169754,4
96.76219493150711,28.165600538253784,76.40841400623322,18.277569353580475,80.57066959142685,104.9886006116867,-0.7258847504854202,81.33469372987747,4
96.61572903394699,27.496286153793335,84.10764990746975,18.15518283843994,90.63565355539322,104.99027162790298,3.8025159537792206,79.07442420721054,4
63.92267897725105,26.57985746860504,95.3405796289444,13.421123266220093,93.74744784832001,99.51553165912628,6.305806338787079,67.32353255152702,2
99.18889731168747,28.809382796287537,77.26163446903229,18.54348623752594,81.77235125377774,104.9458971619606,5.683483958244324,84.12616074085236,4
15.292065441608429,8.636974334716797,98.2494946718216,-6.480225682258606,96.97971892356873,62.49541763216257,8.146066725254059,36.85555383563042,0
89.51714545488358,21.33732634782791,98.08191239833832,11.913770973682404,94.56547778844833,102.5383597612381,2.426964372396469,67.03193813562393,2
